State,District,Crop,Year,FY,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Rajasthan,Bharatpur,Cotton(lint), 2016-17,2017,Kharif     ,7002,10720,1.53
Rajasthan,Bharatpur,Cotton(lint), 2017-18,2018,Kharif     ,6997,20852,2.98
Rajasthan,Bharatpur,Cotton(lint), 2018-19,2019,Kharif     ,7563,14370,1.9
Rajasthan,Bharatpur,Cotton(lint), 2019-20,2020,Kharif     ,7557,22852,3.02
Rajasthan,Bhilwara,Cotton(lint), 1997-98,1998,Kharif     ,23100,41764,1.81
Rajasthan,Bhilwara,Cotton(lint), 1998-99,1999,Kharif     ,18330,30823,1.68
Rajasthan,Bhilwara,Cotton(lint), 1999-00,2000,Kharif     ,11821,11378,0.96
Rajasthan,Bhilwara,Cotton(lint), 2000-01,2001,Kharif     ,7427,9059,1.22
Rajasthan,Bhilwara,Cotton(lint), 2001-02,2002,Kharif     ,6731,6547,0.97
Rajasthan,Bhilwara,Cotton(lint), 2002-03,2003,Kharif     ,10641,2965,0.28
Rajasthan,Bhilwara,Cotton(lint), 2003-04,2004,Kharif     ,6599,8152,1.24
Rajasthan,Bhilwara,Cotton(lint), 2004-05,2005,Kharif     ,9811,10947,1.12
Rajasthan,Bhilwara,Cotton(lint), 2005-06,2006,Kharif     ,12843,20447,1.59
Rajasthan,Bhilwara,Cotton(lint), 2006-07,2007,Kharif     ,6454,9249,1.43
Rajasthan,Bhilwara,Cotton(lint), 2007-08,2008,Kharif     ,8311,21879,2.63
Rajasthan,Bhilwara,Cotton(lint), 2008-09,2009,Kharif     ,15949,20492,1.28
Rajasthan,Bhilwara,Cotton(lint), 2009-10,2010,Kharif     ,23339,15676,0.67
Rajasthan,Bhilwara,Cotton(lint), 2010-11,2011,Kharif     ,12909,31881,2.47
Rajasthan,Bhilwara,Cotton(lint), 2011-12,2012,Kharif     ,38963,109368,2.81
Rajasthan,Bhilwara,Cotton(lint), 2012-13,2013,Kharif     ,50773,148329,2.92
Rajasthan,Bhilwara,Cotton(lint), 2013-14,2014,Kharif     ,39479,122380,3.1
Rajasthan,Bhilwara,Cotton(lint), 2014-15,2015,Kharif     ,45361,141349,3.12
Rajasthan,Bhilwara,Cotton(lint), 2015-16,2016,Kharif     ,44385,116706,2.63
Rajasthan,Bhilwara,Cotton(lint), 2016-17,2017,Kharif     ,31423,100806,3.21
Rajasthan,Bhilwara,Cotton(lint), 2017-18,2018,Kharif     ,41467,159294,3.84
Rajasthan,Bhilwara,Cotton(lint), 2018-19,2019,Kharif     ,42344,146217,3.45
Rajasthan,Bhilwara,Cotton(lint), 2019-20,2020,Kharif     ,44448,122311,2.75
Rajasthan,Bikaner,Cotton(lint), 1997-98,1998,Kharif     ,32000,37058,1.16
Rajasthan,Bikaner,Cotton(lint), 1998-99,1999,Kharif     ,35756,72747,2.03
Rajasthan,Bikaner,Cotton(lint), 1999-00,2000,Kharif     ,35878,45711,1.27
Rajasthan,Bikaner,Cotton(lint), 2000-01,2001,Kharif     ,30688,31470,1.03
Rajasthan,Bikaner,Cotton(lint), 2001-02,2002,Kharif     ,17339,11765,0.68
Rajasthan,Bikaner,Cotton(lint), 2002-03,2003,Kharif     ,12749,1124,0.09
Rajasthan,Bikaner,Cotton(lint), 2003-04,2004,Kharif     ,9986,11476,1.15
Rajasthan,Bikaner,Cotton(lint), 2004-05,2005,Kharif     ,5906,6405,1.08
Rajasthan,Bikaner,Cotton(lint), 2005-06,2006,Kharif     ,14701,27382,1.86
Rajasthan,Bikaner,Cotton(lint), 2006-07,2007,Kharif     ,4259,8355,1.96
Rajasthan,Bikaner,Cotton(lint), 2007-08,2008,Kharif     ,4346,8138,1.87
Rajasthan,Bikaner,Cotton(lint), 2008-09,2009,Kharif     ,794,1599,2.01
Rajasthan,Bikaner,Cotton(lint), 2009-10,2010,Kharif     ,5132,1852,0.36
Rajasthan,Bikaner,Cotton(lint), 2010-11,2011,Kharif     ,514,876,1.7
Rajasthan,Bikaner,Cotton(lint), 2011-12,2012,Kharif     ,7335,17734,2.42
Rajasthan,Bikaner,Cotton(lint), 2012-13,2013,Kharif     ,1720,4539,2.64
Rajasthan,Bikaner,Cotton(lint), 2013-14,2014,Kharif     ,746,2264,3.03
Rajasthan,Bikaner,Cotton(lint), 2014-15,2015,Kharif     ,747,1176,1.57
Rajasthan,Bikaner,Cotton(lint), 2015-16,2016,Kharif     ,631,735,1.16
Rajasthan,Bikaner,Cotton(lint), 2016-17,2017,Kharif     ,662,2192,3.31
Rajasthan,Bikaner,Cotton(lint), 2017-18,2018,Kharif     ,2401,7776,3.24
Rajasthan,Bikaner,Cotton(lint), 2018-19,2019,Kharif     ,5434,17641,3.25
Rajasthan,Bikaner,Cotton(lint), 2019-20,2020,Kharif     ,18190,39535,2.17
Rajasthan,Bundi,Cotton(lint), 1998-99,1999,Kharif     ,11,18,1.6
Rajasthan,Bundi,Cotton(lint), 1999-00,2000,Kharif     ,33,53,1.6
Rajasthan,Bundi,Cotton(lint), 2000-01,2001,Kharif     ,23,35,1.52
Rajasthan,Bundi,Cotton(lint), 2001-02,2002,Kharif     ,110,59,0.54
Rajasthan,Bundi,Cotton(lint), 2002-03,2003,Kharif     ,39,24,0.62
Rajasthan,Bundi,Cotton(lint), 2003-04,2004,Kharif     ,24,47,1.96
Rajasthan,Bundi,Cotton(lint), 2004-05,2005,Kharif     ,54,94,1.74
Rajasthan,Bundi,Cotton(lint), 2005-06,2006,Kharif     ,12,23,1.92
Rajasthan,Bundi,Cotton(lint), 2006-07,2007,Kharif     ,7,18,2.52
Rajasthan,Bundi,Cotton(lint), 2008-09,2009,Kharif     ,10,24,2.35
Rajasthan,Bundi,Cotton(lint), 2009-10,2010,Kharif     ,6,12,1.96
Rajasthan,Bundi,Cotton(lint), 2010-11,2011,Kharif     ,3,6,1.96
Rajasthan,Bundi,Cotton(lint), 2011-12,2012,Kharif     ,56,171,3.05
Rajasthan,Bundi,Cotton(lint), 2012-13,2013,Kharif     ,95,276,2.91
Rajasthan,Bundi,Cotton(lint), 2013-14,2014,Kharif     ,58,188,3.24
Rajasthan,Bundi,Cotton(lint), 2014-15,2015,Kharif     ,86,270,3.15
Rajasthan,Bundi,Cotton(lint), 2015-16,2016,Kharif     ,75,206,2.74
Rajasthan,Bundi,Cotton(lint), 2016-17,2017,Kharif     ,178,589,3.31
Rajasthan,Bundi,Cotton(lint), 2017-18,2018,Kharif     ,269,870,3.23
Rajasthan,Bundi,Cotton(lint), 2018-19,2019,Kharif     ,295,958,3.25
Rajasthan,Bundi,Cotton(lint), 2019-20,2020,Kharif     ,59,217,3.68
Rajasthan,Chittorgarh,Cotton(lint), 1997-98,1998,Kharif     ,900,1176,1.31
Rajasthan,Chittorgarh,Cotton(lint), 1998-99,1999,Kharif     ,858,1158,1.35
Rajasthan,Chittorgarh,Cotton(lint), 1999-00,2000,Kharif     ,650,1094,1.68
Rajasthan,Chittorgarh,Cotton(lint), 2000-01,2001,Kharif     ,952,1506,1.58
Rajasthan,Chittorgarh,Cotton(lint), 2001-02,2002,Kharif     ,1090,600,0.55
Rajasthan,Chittorgarh,Cotton(lint), 2002-03,2003,Kharif     ,1523,994,0.65
Rajasthan,Chittorgarh,Cotton(lint), 2003-04,2004,Kharif     ,1519,3135,2.06
Rajasthan,Chittorgarh,Cotton(lint), 2004-05,2005,Kharif     ,3480,6076,1.75
Rajasthan,Chittorgarh,Cotton(lint), 2005-06,2006,Kharif     ,3091,5770,1.87
Rajasthan,Chittorgarh,Cotton(lint), 2006-07,2007,Kharif     ,2744,3263,1.19
Rajasthan,Chittorgarh,Cotton(lint), 2007-08,2008,Kharif     ,2533,3163,1.25
Rajasthan,Chittorgarh,Cotton(lint), 2008-09,2009,Kharif     ,2766,6633,2.4
Rajasthan,Chittorgarh,Cotton(lint), 2009-10,2010,Kharif     ,8590,17446,2.03
Rajasthan,Chittorgarh,Cotton(lint), 2010-11,2011,Kharif     ,5948,22003,3.7
Rajasthan,Chittorgarh,Cotton(lint), 2011-12,2012,Kharif     ,21051,75940,3.61
Rajasthan,Chittorgarh,Cotton(lint), 2012-13,2013,Kharif     ,17855,62475,3.5
Rajasthan,Chittorgarh,Cotton(lint), 2013-14,2014,Kharif     ,13076,53214,4.07
Rajasthan,Chittorgarh,Cotton(lint), 2014-15,2015,Kharif     ,13045,56730,4.35
Rajasthan,Chittorgarh,Cotton(lint), 2015-16,2016,Kharif     ,11291,36497,3.23
Rajasthan,Chittorgarh,Cotton(lint), 2016-17,2017,Kharif     ,10290,41631,4.05
Rajasthan,Chittorgarh,Cotton(lint), 2017-18,2018,Kharif     ,11994,46252,3.86
Rajasthan,Chittorgarh,Cotton(lint), 2018-19,2019,Kharif     ,15153,50852,3.36
Rajasthan,Chittorgarh,Cotton(lint), 2019-20,2020,Kharif     ,12117,25688,2.12
Rajasthan,Churu,Cotton(lint), 1997-98,1998,Kharif     ,300,588,1.96
Rajasthan,Churu,Cotton(lint), 1998-99,1999,Kharif     ,217,294,1.35
Rajasthan,Churu,Cotton(lint), 1999-00,2000,Kharif     ,347,588,1.69
Rajasthan,Churu,Cotton(lint), 2000-01,2001,Kharif     ,144,229,1.59
Rajasthan,Churu,Cotton(lint), 2001-02,2002,Kharif     ,340,188,0.55
Rajasthan,Churu,Cotton(lint), 2002-03,2003,Kharif     ,469,306,0.65
Rajasthan,Churu,Cotton(lint), 2003-04,2004,Kharif     ,421,870,2.07
Rajasthan,Churu,Cotton(lint), 2004-05,2005,Kharif     ,612,1070,1.75
Rajasthan,Churu,Cotton(lint), 2005-06,2006,Kharif     ,360,670,1.86
Rajasthan,Churu,Cotton(lint), 2006-07,2007,Kharif     ,55,118,2.14
Rajasthan,Churu,Cotton(lint), 2007-08,2008,Kharif     ,9,24,2.61
Rajasthan,Churu,Cotton(lint), 2008-09,2009,Kharif     ,3,6,1.96
Rajasthan,Churu,Cotton(lint), 2009-10,2010,Kharif     ,6,12,1.96
Rajasthan,Churu,Cotton(lint), 2010-11,2011,Kharif     ,4,12,2.94
Rajasthan,Churu,Cotton(lint), 2011-12,2012,Kharif     ,75,229,3.06
Rajasthan,Churu,Cotton(lint), 2012-13,2013,Kharif     ,420,1229,2.93
Rajasthan,Churu,Cotton(lint), 2013-14,2014,Kharif     ,302,988,3.27
Rajasthan,Churu,Cotton(lint), 2014-15,2015,Kharif     ,614,1929,3.14
Rajasthan,Churu,Cotton(lint), 2015-16,2016,Kharif     ,606,1641,2.71
Rajasthan,Churu,Cotton(lint), 2016-17,2017,Kharif     ,856,2835,3.31
Rajasthan,Churu,Cotton(lint), 2017-18,2018,Kharif     ,1187,2347,1.98
Rajasthan,Churu,Cotton(lint), 2018-19,2019,Kharif     ,3128,6211,1.99
Rajasthan,Churu,Cotton(lint), 2019-20,2020,Kharif     ,5549,17664,3.18
Rajasthan,Dausa,Cotton(lint), 1998-99,1999,Kharif     ,22,29,1.34
Rajasthan,Dausa,Cotton(lint), 1999-00,2000,Kharif     ,45,76,1.7
Rajasthan,Dausa,Cotton(lint), 2000-01,2001,Kharif     ,28,41,1.46
Rajasthan,Dausa,Cotton(lint), 2001-02,2002,Kharif     ,4,0,0
Rajasthan,Dausa,Cotton(lint), 2002-03,2003,Kharif     ,32,24,0.75
Rajasthan,Dausa,Cotton(lint), 2003-04,2004,Kharif     ,45,94,2.09
Rajasthan,Dausa,Cotton(lint), 2004-05,2005,Kharif     ,66,111,1.68
Rajasthan,Dausa,Cotton(lint), 2005-06,2006,Kharif     ,36,64,1.78
Rajasthan,Dausa,Cotton(lint), 2006-07,2007,Kharif     ,8,18,2.21
Rajasthan,Dausa,Cotton(lint), 2007-08,2008,Kharif     ,95,223,2.35
Rajasthan,Dausa,Cotton(lint), 2008-09,2009,Kharif     ,26,59,2.26
Rajasthan,Dausa,Cotton(lint), 2009-10,2010,Kharif     ,101,206,2.04
Rajasthan,Dausa,Cotton(lint), 2010-11,2011,Kharif     ,18,47,2.61
Rajasthan,Dausa,Cotton(lint), 2011-12,2012,Kharif     ,20,59,2.94
Rajasthan,Dausa,Cotton(lint), 2012-13,2013,Kharif     ,30,88,2.94
Rajasthan,Dausa,Cotton(lint), 2013-14,2014,Kharif     ,1,6,5.88
Rajasthan,Dausa,Cotton(lint), 2014-15,2015,Kharif     ,5,18,3.53
Rajasthan,Dausa,Cotton(lint), 2015-16,2016,Kharif     ,8,24,2.94
Rajasthan,Dausa,Cotton(lint), 2016-17,2017,Kharif     ,7,23,3.29
Rajasthan,Dausa,Cotton(lint), 2017-18,2018,Kharif     ,6,18,2.94
Rajasthan,Dausa,Cotton(lint), 2018-19,2019,Kharif     ,4,11,2.75
Rajasthan,Dausa,Cotton(lint), 2019-20,2020,Kharif     ,2,5,2.5
Rajasthan,Dholpur,Cotton(lint), 1999-00,2000,Kharif     ,4,6,1.47
Rajasthan,Dholpur,Cotton(lint), 2000-01,2001,Kharif     ,4,6,1.5
Rajasthan,Dholpur,Cotton(lint), 2001-02,2002,Kharif     ,2,0,0
Rajasthan,Dholpur,Cotton(lint), 2002-03,2003,Kharif     ,52,35,0.67
Rajasthan,Dholpur,Cotton(lint), 2003-04,2004,Kharif     ,14,29,2.07
Rajasthan,Dholpur,Cotton(lint), 2004-05,2005,Kharif     ,12,23,1.92
Rajasthan,Dholpur,Cotton(lint), 2005-06,2006,Kharif     ,1,,0
Rajasthan,Dholpur,Cotton(lint), 2007-08,2008,Kharif     ,1,,0
Rajasthan,Dholpur,Cotton(lint), 2009-10,2010,Kharif     ,6,12,1.96
Rajasthan,Dholpur,Cotton(lint), 2010-11,2011,Kharif     ,7,18,2.52
Rajasthan,Dholpur,Cotton(lint), 2011-12,2012,Kharif     ,12,35,2.94
Rajasthan,Dholpur,Cotton(lint), 2012-13,2013,Kharif     ,60,176,2.94
Rajasthan,Dholpur,Cotton(lint), 2013-14,2014,Kharif     ,60,194,3.23
Rajasthan,Dholpur,Cotton(lint), 2014-15,2015,Kharif     ,84,265,3.15
Rajasthan,Dholpur,Cotton(lint), 2015-16,2016,Kharif     ,100,270,2.7
Rajasthan,Dholpur,Cotton(lint), 2016-17,2017,Kharif     ,87,288,3.31
Rajasthan,Dholpur,Cotton(lint), 2017-18,2018,Kharif     ,77,247,3.21
Rajasthan,Dholpur,Cotton(lint), 2018-19,2019,Kharif     ,38,123,3.24
Rajasthan,Dholpur,Cotton(lint), 2019-20,2020,Kharif     ,34,123,3.62
Rajasthan,Dungarpur,Cotton(lint), 1998-99,1999,Kharif     ,138,188,1.36
Rajasthan,Dungarpur,Cotton(lint), 1999-00,2000,Kharif     ,119,200,1.68
Rajasthan,Dungarpur,Cotton(lint), 2000-01,2001,Kharif     ,100,159,1.59
Rajasthan,Dungarpur,Cotton(lint), 2001-02,2002,Kharif     ,118,65,0.55
Rajasthan,Dungarpur,Cotton(lint), 2002-03,2003,Kharif     ,113,76,0.67
Rajasthan,Dungarpur,Cotton(lint), 2003-04,2004,Kharif     ,128,264,2.06
Rajasthan,Dungarpur,Cotton(lint), 2004-05,2005,Kharif     ,547,952,1.74
Rajasthan,Dungarpur,Cotton(lint), 2005-06,2006,Kharif     ,391,729,1.86
Rajasthan,Dungarpur,Cotton(lint), 2006-07,2007,Kharif     ,332,711,2.14
Rajasthan,Dungarpur,Cotton(lint), 2007-08,2008,Kharif     ,371,864,2.33
Rajasthan,Dungarpur,Cotton(lint), 2008-09,2009,Kharif     ,393,941,2.39
Rajasthan,Dungarpur,Cotton(lint), 2009-10,2010,Kharif     ,423,858,2.03
Rajasthan,Dungarpur,Cotton(lint), 2010-11,2011,Kharif     ,463,1182,2.55
Rajasthan,Dungarpur,Cotton(lint), 2011-12,2012,Kharif     ,1033,3146,3.05
Rajasthan,Dungarpur,Cotton(lint), 2012-13,2013,Kharif     ,1356,3957,2.92
Rajasthan,Dungarpur,Cotton(lint), 2013-14,2014,Kharif     ,1174,3840,3.27
Rajasthan,Dungarpur,Cotton(lint), 2014-15,2015,Kharif     ,899,2822,3.14
Rajasthan,Dungarpur,Cotton(lint), 2015-16,2016,Kharif     ,680,1846,2.72
Rajasthan,Dungarpur,Cotton(lint), 2016-17,2017,Kharif     ,617,790,1.28
Rajasthan,Dungarpur,Cotton(lint), 2017-18,2018,Kharif     ,587,1900,3.24
Rajasthan,Dungarpur,Cotton(lint), 2018-19,2019,Kharif     ,588,1911,3.25
Rajasthan,Dungarpur,Cotton(lint), 2019-20,2020,Kharif     ,485,1776,3.66
Rajasthan,Ganganagar,Cotton(lint), 1997-98,1998,Kharif     ,286900,365294,1.27
Rajasthan,Ganganagar,Cotton(lint), 1998-99,1999,Kharif     ,291897,382747,1.31
Rajasthan,Ganganagar,Cotton(lint), 1999-00,2000,Kharif     ,272002,468612,1.72
Rajasthan,Ganganagar,Cotton(lint), 2000-01,2001,Kharif     ,247275,382547,1.55
Rajasthan,Ganganagar,Cotton(lint), 2001-02,2002,Kharif     ,228737,81176,0.35
Rajasthan,Ganganagar,Cotton(lint), 2002-03,2003,Kharif     ,177285,116800,0.66
Rajasthan,Ganganagar,Cotton(lint), 2003-04,2004,Kharif     ,142029,262611,1.85
Rajasthan,Ganganagar,Cotton(lint), 2004-05,2005,Kharif     ,153670,202782,1.32
Rajasthan,Ganganagar,Cotton(lint), 2005-06,2006,Kharif     ,196235,312435,1.59
Rajasthan,Ganganagar,Cotton(lint), 2006-07,2007,Kharif     ,140088,281705,2.01
Rajasthan,Ganganagar,Cotton(lint), 2007-08,2008,Kharif     ,150590,317914,2.11
Rajasthan,Ganganagar,Cotton(lint), 2008-09,2009,Kharif     ,94702,223017,2.35
Rajasthan,Ganganagar,Cotton(lint), 2009-10,2010,Kharif     ,163732,306007,1.87
Rajasthan,Ganganagar,Cotton(lint), 2010-11,2011,Kharif     ,97362,230684,2.37
Rajasthan,Ganganagar,Cotton(lint), 2011-12,2012,Kharif     ,172090,479396,2.79
Rajasthan,Ganganagar,Cotton(lint), 2012-13,2013,Kharif     ,131443,365959,2.78
Rajasthan,Ganganagar,Cotton(lint), 2013-14,2014,Kharif     ,68398,219377,3.21
Rajasthan,Ganganagar,Cotton(lint), 2014-15,2015,Kharif     ,76800,179534,2.34
Rajasthan,Ganganagar,Cotton(lint), 2015-16,2016,Kharif     ,56003,164340,2.93
Rajasthan,Ganganagar,Cotton(lint), 2016-17,2017,Kharif     ,89095,283416,3.18
Rajasthan,Ganganagar,Cotton(lint), 2017-18,2018,Kharif     ,128316,481317,3.75
Rajasthan,Ganganagar,Cotton(lint), 2018-19,2019,Kharif     ,138409,497464,3.59
Rajasthan,Ganganagar,Cotton(lint), 2019-20,2020,Kharif     ,200058,905782,4.53
Rajasthan,Hanumangarh,Cotton(lint), 1997-98,1998,Kharif     ,215000,268235,1.25
Rajasthan,Hanumangarh,Cotton(lint), 1998-99,1999,Kharif     ,201201,249230,1.24
Rajasthan,Hanumangarh,Cotton(lint), 1999-00,2000,Kharif     ,173551,323153,1.86
Rajasthan,Hanumangarh,Cotton(lint), 2000-01,2001,Kharif     ,165145,294347,1.78
Rajasthan,Hanumangarh,Cotton(lint), 2001-02,2002,Kharif     ,179476,62288,0.35
Rajasthan,Hanumangarh,Cotton(lint), 2002-03,2003,Kharif     ,118202,46353,0.39
Rajasthan,Hanumangarh,Cotton(lint), 2003-04,2004,Kharif     ,117060,265564,2.27
Rajasthan,Hanumangarh,Cotton(lint), 2004-05,2005,Kharif     ,158081,341270,2.16
Rajasthan,Hanumangarh,Cotton(lint), 2005-06,2006,Kharif     ,159425,367617,2.31
Rajasthan,Hanumangarh,Cotton(lint), 2006-07,2007,Kharif     ,144445,334637,2.32
Rajasthan,Hanumangarh,Cotton(lint), 2007-08,2008,Kharif     ,156714,398723,2.54
Rajasthan,Hanumangarh,Cotton(lint), 2008-09,2009,Kharif     ,128173,321524,2.51
Rajasthan,Hanumangarh,Cotton(lint), 2009-10,2010,Kharif     ,174821,417645,2.39
Rajasthan,Hanumangarh,Cotton(lint), 2010-11,2011,Kharif     ,157244,393301,2.5
Rajasthan,Hanumangarh,Cotton(lint), 2011-12,2012,Kharif     ,215513,701408,3.25
Rajasthan,Hanumangarh,Cotton(lint), 2012-13,2013,Kharif     ,172385,560470,3.25
Rajasthan,Hanumangarh,Cotton(lint), 2013-14,2014,Kharif     ,125530,391255,3.12
Rajasthan,Hanumangarh,Cotton(lint), 2014-15,2015,Kharif     ,163754,606463,3.7
Rajasthan,Hanumangarh,Cotton(lint), 2015-16,2016,Kharif     ,148813,403544,2.71
Rajasthan,Hanumangarh,Cotton(lint), 2016-17,2017,Kharif     ,160918,544465,3.38
Rajasthan,Hanumangarh,Cotton(lint), 2017-18,2018,Kharif     ,187330,584264,3.12
Rajasthan,Hanumangarh,Cotton(lint), 2018-19,2019,Kharif     ,180806,655676,3.63
Rajasthan,Hanumangarh,Cotton(lint), 2019-20,2020,Kharif     ,215171,890605,4.14
Rajasthan,Jaipur,Cotton(lint), 1998-99,1999,Kharif     ,232,312,1.34
Rajasthan,Jaipur,Cotton(lint), 1999-00,2000,Kharif     ,200,335,1.68
Rajasthan,Jaipur,Cotton(lint), 2000-01,2001,Kharif     ,111,176,1.59
Rajasthan,Jaipur,Cotton(lint), 2001-02,2002,Kharif     ,196,106,0.54
Rajasthan,Jaipur,Cotton(lint), 2002-03,2003,Kharif     ,289,188,0.65
Rajasthan,Jaipur,Cotton(lint), 2003-04,2004,Kharif     ,299,617,2.06
Rajasthan,Jaipur,Cotton(lint), 2004-05,2005,Kharif     ,789,1376,1.74
Rajasthan,Jaipur,Cotton(lint), 2005-06,2006,Kharif     ,522,976,1.87
Rajasthan,Jaipur,Cotton(lint), 2006-07,2007,Kharif     ,218,465,2.13
Rajasthan,Jaipur,Cotton(lint), 2007-08,2008,Kharif     ,125,294,2.35
Rajasthan,Jaipur,Cotton(lint), 2008-09,2009,Kharif     ,63,153,2.43
Rajasthan,Jaipur,Cotton(lint), 2009-10,2010,Kharif     ,106,,0
Rajasthan,Jaipur,Cotton(lint), 2010-11,2011,Kharif     ,80,206,2.57
Rajasthan,Jaipur,Cotton(lint), 2011-12,2012,Kharif     ,94,288,3.07
Rajasthan,Jaipur,Cotton(lint), 2012-13,2013,Kharif     ,179,523,2.92
Rajasthan,Jaipur,Cotton(lint), 2013-14,2014,Kharif     ,72,235,3.27
Rajasthan,Jaipur,Cotton(lint), 2014-15,2015,Kharif     ,203,635,3.13
Rajasthan,Jaipur,Cotton(lint), 2015-16,2016,Kharif     ,138,376,2.73
Rajasthan,Jaipur,Cotton(lint), 2016-17,2017,Kharif     ,90,298,3.31
Rajasthan,Jaipur,Cotton(lint), 2017-18,2018,Kharif     ,191,617,3.23
Rajasthan,Jaipur,Cotton(lint), 2018-19,2019,Kharif     ,502,1629,3.25
Rajasthan,Jaipur,Cotton(lint), 2019-20,2020,Kharif     ,648,2376,3.67
Rajasthan,Jaisalmer,Cotton(lint), 1997-98,1998,Kharif     ,500,588,1.18
Rajasthan,Jaisalmer,Cotton(lint), 1998-99,1999,Kharif     ,501,676,1.35
Rajasthan,Jaisalmer,Cotton(lint), 1999-00,2000,Kharif     ,215,365,1.7
Rajasthan,Jaisalmer,Cotton(lint), 2000-01,2001,Kharif     ,68,106,1.56
Rajasthan,Jaisalmer,Cotton(lint), 2001-02,2002,Kharif     ,144,76,0.53
Rajasthan,Jaisalmer,Cotton(lint), 2002-03,2003,Kharif     ,834,547,0.66
Rajasthan,Jaisalmer,Cotton(lint), 2003-04,2004,Kharif     ,450,929,2.06
Rajasthan,Jaisalmer,Cotton(lint), 2004-05,2005,Kharif     ,401,700,1.75
Rajasthan,Jaisalmer,Cotton(lint), 2005-06,2006,Kharif     ,276,517,1.87
Rajasthan,Jaisalmer,Cotton(lint), 2006-07,2007,Kharif     ,45,94,2.09
Rajasthan,Jaisalmer,Cotton(lint), 2007-08,2008,Kharif     ,9,18,1.96
Rajasthan,Jaisalmer,Cotton(lint), 2008-09,2009,Kharif     ,39,94,2.41
Rajasthan,Jaisalmer,Cotton(lint), 2009-10,2010,Kharif     ,105,212,2.02
Rajasthan,Jaisalmer,Cotton(lint), 2010-11,2011,Kharif     ,39,100,2.56
Rajasthan,Jaisalmer,Cotton(lint), 2011-12,2012,Kharif     ,337,1029,3.05
Rajasthan,Jaisalmer,Cotton(lint), 2012-13,2013,Kharif     ,142,417,2.94
Rajasthan,Jaisalmer,Cotton(lint), 2013-14,2014,Kharif     ,172,564,3.28
Rajasthan,Jaisalmer,Cotton(lint), 2014-15,2015,Kharif     ,278,870,3.13
Rajasthan,Jaisalmer,Cotton(lint), 2015-16,2016,Kharif     ,188,512,2.72
Rajasthan,Jaisalmer,Cotton(lint), 2016-17,2017,Kharif     ,42,139,3.31
Rajasthan,Jaisalmer,Cotton(lint), 2017-18,2018,Kharif     ,175,564,3.22
Rajasthan,Jaisalmer,Cotton(lint), 2018-19,2019,Kharif     ,199,647,3.25
Rajasthan,Jaisalmer,Cotton(lint), 2019-20,2020,Kharif     ,416,1523,3.66
Rajasthan,Jalore,Cotton(lint), 1997-98,1998,Kharif     ,2200,1764,0.8
Rajasthan,Jalore,Cotton(lint), 1998-99,1999,Kharif     ,2110,3969,1.88
Rajasthan,Jalore,Cotton(lint), 1999-00,2000,Kharif     ,1435,1452,1.01
Rajasthan,Jalore,Cotton(lint), 2000-01,2001,Kharif     ,481,600,1.25
Rajasthan,Jalore,Cotton(lint), 2001-02,2002,Kharif     ,489,1753,3.58
Rajasthan,Jalore,Cotton(lint), 2002-03,2003,Kharif     ,381,782,2.05
Rajasthan,Jalore,Cotton(lint), 2003-04,2004,Kharif     ,231,476,2.06
Rajasthan,Jalore,Cotton(lint), 2004-05,2005,Kharif     ,684,1194,1.75
Rajasthan,Jalore,Cotton(lint), 2005-06,2006,Kharif     ,291,541,1.86
Rajasthan,Jalore,Cotton(lint), 2006-07,2007,Kharif     ,126,270,2.15
Rajasthan,Jalore,Cotton(lint), 2007-08,2008,Kharif     ,523,1223,2.34
Rajasthan,Jalore,Cotton(lint), 2008-09,2009,Kharif     ,721,1729,2.4
Rajasthan,Jalore,Cotton(lint), 2009-10,2010,Kharif     ,692,1399,2.02
Rajasthan,Jalore,Cotton(lint), 2010-11,2011,Kharif     ,340,864,2.54
Rajasthan,Jalore,Cotton(lint), 2011-12,2012,Kharif     ,701,2134,3.04
Rajasthan,Jalore,Cotton(lint), 2012-13,2013,Kharif     ,907,2652,2.92
Rajasthan,Jalore,Cotton(lint), 2013-14,2014,Kharif     ,475,1552,3.27
Rajasthan,Jalore,Cotton(lint), 2014-15,2015,Kharif     ,651,2040,3.13
Rajasthan,Jalore,Cotton(lint), 2015-16,2016,Kharif     ,350,947,2.7
Rajasthan,Jalore,Cotton(lint), 2016-17,2017,Kharif     ,263,871,3.31
Rajasthan,Jalore,Cotton(lint), 2017-18,2018,Kharif     ,556,1800,3.24
Rajasthan,Jalore,Cotton(lint), 2018-19,2019,Kharif     ,1008,3270,3.24
Rajasthan,Jalore,Cotton(lint), 2019-20,2020,Kharif     ,1256,4605,3.67
Rajasthan,Jhalawar,Cotton(lint), 1998-99,1999,Kharif     ,102,141,1.38
Rajasthan,Jhalawar,Cotton(lint), 1999-00,2000,Kharif     ,64,106,1.65
Rajasthan,Jhalawar,Cotton(lint), 2000-01,2001,Kharif     ,54,88,1.63
Rajasthan,Jhalawar,Cotton(lint), 2001-02,2002,Kharif     ,38,24,0.63
Rajasthan,Jhalawar,Cotton(lint), 2002-03,2003,Kharif     ,37,24,0.65
Rajasthan,Jhalawar,Cotton(lint), 2003-04,2004,Kharif     ,10,17,1.7
Rajasthan,Jhalawar,Cotton(lint), 2004-05,2005,Kharif     ,24,41,1.71
