State,District,Crop,Year,FY,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Rajasthan,Kota,Coriander, 1999-00,2000,Whole Year ,17153,17971,1.05
Rajasthan,Kota,Coriander, 2000-01,2001,Whole Year ,31091,35490,1.14
Rajasthan,Kota,Coriander, 2001-02,2002,Whole Year ,45012,52141,1.16
Rajasthan,Kota,Coriander, 2002-03,2003,Whole Year ,30819,36340,1.18
Rajasthan,Kota,Coriander, 2003-04,2004,Whole Year ,55193,59056,1.07
Rajasthan,Kota,Coriander, 2004-05,2005,Whole Year ,32218,42173,1.31
Rajasthan,Kota,Coriander, 2005-06,2006,Whole Year ,35787,39258,1.1
Rajasthan,Kota,Coriander, 2006-07,2007,Whole Year ,22314,28093,1.26
Rajasthan,Kota,Coriander, 2007-08,2008,Whole Year ,39657,42314,1.07
Rajasthan,Kota,Coriander, 2008-09,2009,Whole Year ,49135,63055,1.28
Rajasthan,Kota,Coriander, 2009-10,2010,Whole Year ,50589,67495,1.33
Rajasthan,Kota,Coriander, 2010-11,2011,Whole Year ,45452,57307,1.26
Rajasthan,Kota,Coriander, 2011-12,2012,Whole Year ,57744,83371,1.44
Rajasthan,Kota,Coriander, 2012-13,2013,Whole Year ,36704,50367,1.37
Rajasthan,Kota,Coriander, 2013-14,2014,Whole Year ,48524,32354,0.67
Rajasthan,Kota,Coriander, 2014-15,2015,Whole Year ,67954,42023,0.62
Rajasthan,Kota,Coriander, 2015-16,2016,Whole Year ,54890,58231,1.06
Rajasthan,Kota,Coriander, 2016-17,2017,Whole Year ,39687,52281,1.32
Rajasthan,Kota,Coriander, 2017-18,2018,Whole Year ,18202,22131,1.22
Rajasthan,Kota,Coriander, 2018-19,2019,Whole Year ,10169,18869,1.86
Rajasthan,Kota,Coriander, 2019-20,2020,Whole Year ,10667,19604,1.84
Rajasthan,Nagaur,Coriander, 1998-99,1999,Whole Year ,14,12,0.86
Rajasthan,Nagaur,Coriander, 1999-00,2000,Whole Year ,9,1,0.11
Rajasthan,Nagaur,Coriander, 2000-01,2001,Whole Year ,718,73,0.1
Rajasthan,Nagaur,Coriander, 2001-02,2002,Whole Year ,26,8,0.31
Rajasthan,Nagaur,Coriander, 2002-03,2003,Whole Year ,12,11,0.92
Rajasthan,Nagaur,Coriander, 2003-04,2004,Whole Year ,395,491,1.24
Rajasthan,Nagaur,Coriander, 2004-05,2005,Whole Year ,10,11,1.1
Rajasthan,Nagaur,Coriander, 2005-06,2006,Whole Year ,1,1,1
Rajasthan,Nagaur,Coriander, 2006-07,2007,Whole Year ,7,8,1.14
Rajasthan,Nagaur,Coriander, 2007-08,2008,Whole Year ,24,19,0.79
Rajasthan,Nagaur,Coriander, 2008-09,2009,Whole Year ,20,22,1.1
Rajasthan,Nagaur,Coriander, 2009-10,2010,Whole Year ,13,16,1.23
Rajasthan,Nagaur,Coriander, 2010-11,2011,Whole Year ,6,7,1.17
Rajasthan,Nagaur,Coriander, 2011-12,2012,Whole Year ,32,39,1.22
Rajasthan,Nagaur,Coriander, 2012-13,2013,Whole Year ,6,7,1.17
Rajasthan,Nagaur,Coriander, 2013-14,2014,Whole Year ,32,20,0.63
Rajasthan,Nagaur,Coriander, 2014-15,2015,Whole Year ,36,29,0.81
Rajasthan,Nagaur,Coriander, 2015-16,2016,Whole Year ,92,98,1.07
Rajasthan,Nagaur,Coriander, 2016-17,2017,Whole Year ,124,141,1.14
Rajasthan,Nagaur,Coriander, 2017-18,2018,Whole Year ,125,166,1.33
Rajasthan,Nagaur,Coriander, 2018-19,2019,Whole Year ,21,27,1.29
Rajasthan,Nagaur,Coriander, 2019-20,2020,Whole Year ,48,71,1.48
Rajasthan,Pali,Coriander, 1998-99,1999,Whole Year ,22,19,0.86
Rajasthan,Pali,Coriander, 1999-00,2000,Whole Year ,5,2,0.4
Rajasthan,Pali,Coriander, 2000-01,2001,Whole Year ,24,12,0.5
Rajasthan,Pali,Coriander, 2001-02,2002,Whole Year ,21,19,0.9
Rajasthan,Pali,Coriander, 2002-03,2003,Whole Year ,1,1,1
Rajasthan,Pali,Coriander, 2003-04,2004,Whole Year ,16,20,1.25
Rajasthan,Pali,Coriander, 2004-05,2005,Whole Year ,3,3,1
Rajasthan,Pali,Coriander, 2005-06,2006,Whole Year ,4,4,1
Rajasthan,Pali,Coriander, 2006-07,2007,Whole Year ,1,1,1
Rajasthan,Pali,Coriander, 2007-08,2008,Whole Year ,6,5,0.83
Rajasthan,Pali,Coriander, 2008-09,2009,Whole Year ,23,26,1.13
Rajasthan,Pali,Coriander, 2009-10,2010,Whole Year ,10,12,1.2
Rajasthan,Pali,Coriander, 2010-11,2011,Whole Year ,54,60,1.11
Rajasthan,Pali,Coriander, 2011-12,2012,Whole Year ,171,210,1.23
Rajasthan,Pali,Coriander, 2012-13,2013,Whole Year ,7,8,1.14
Rajasthan,Pali,Coriander, 2013-14,2014,Whole Year ,4,3,0.75
Rajasthan,Pali,Coriander, 2014-15,2015,Whole Year ,16,13,0.81
Rajasthan,Pali,Coriander, 2015-16,2016,Whole Year ,52,56,1.08
Rajasthan,Pali,Coriander, 2016-17,2017,Whole Year ,62,71,1.15
Rajasthan,Pali,Coriander, 2017-18,2018,Whole Year ,47,63,1.34
Rajasthan,Pali,Coriander, 2018-19,2019,Whole Year ,6,8,1.33
Rajasthan,Pali,Coriander, 2019-20,2020,Whole Year ,7,10,1.43
Rajasthan,Pratapgarh,Coriander, 2008-09,2009,Whole Year ,80,89,1.11
Rajasthan,Pratapgarh,Coriander, 2009-10,2010,Whole Year ,43,52,1.21
Rajasthan,Pratapgarh,Coriander, 2010-11,2011,Whole Year ,59,65,1.1
Rajasthan,Pratapgarh,Coriander, 2011-12,2012,Whole Year ,54,66,1.22
Rajasthan,Pratapgarh,Coriander, 2012-13,2013,Whole Year ,42,50,1.19
Rajasthan,Pratapgarh,Coriander, 2013-14,2014,Whole Year ,74,47,0.64
Rajasthan,Pratapgarh,Coriander, 2014-15,2015,Whole Year ,290,231,0.8
Rajasthan,Pratapgarh,Coriander, 2015-16,2016,Whole Year ,807,862,1.07
Rajasthan,Pratapgarh,Coriander, 2016-17,2017,Whole Year ,803,915,1.14
Rajasthan,Pratapgarh,Coriander, 2017-18,2018,Whole Year ,817,1088,1.33
Rajasthan,Pratapgarh,Coriander, 2018-19,2019,Whole Year ,882,1145,1.3
Rajasthan,Pratapgarh,Coriander, 2019-20,2020,Whole Year ,424,631,1.49
Rajasthan,Rajsamand,Coriander, 1998-99,1999,Whole Year ,29,26,0.9
Rajasthan,Rajsamand,Coriander, 1999-00,2000,Whole Year ,28,3,0.11
Rajasthan,Rajsamand,Coriander, 2000-01,2001,Whole Year ,31,7,0.23
Rajasthan,Rajsamand,Coriander, 2001-02,2002,Whole Year ,46,16,0.35
Rajasthan,Rajsamand,Coriander, 2002-03,2003,Whole Year ,43,1,0.02
Rajasthan,Rajsamand,Coriander, 2003-04,2004,Whole Year ,11,14,1.27
Rajasthan,Rajsamand,Coriander, 2004-05,2005,Whole Year ,34,39,1.15
Rajasthan,Rajsamand,Coriander, 2005-06,2006,Whole Year ,46,48,1.04
Rajasthan,Rajsamand,Coriander, 2006-07,2007,Whole Year ,59,70,1.19
Rajasthan,Rajsamand,Coriander, 2007-08,2008,Whole Year ,24,19,0.79
Rajasthan,Rajsamand,Coriander, 2008-09,2009,Whole Year ,25,28,1.12
Rajasthan,Rajsamand,Coriander, 2009-10,2010,Whole Year ,19,10,0.53
Rajasthan,Rajsamand,Coriander, 2010-11,2011,Whole Year ,31,34,1.1
Rajasthan,Rajsamand,Coriander, 2011-12,2012,Whole Year ,35,43,1.23
Rajasthan,Rajsamand,Coriander, 2012-13,2013,Whole Year ,39,46,1.18
Rajasthan,Rajsamand,Coriander, 2013-14,2014,Whole Year ,49,31,0.63
Rajasthan,Rajsamand,Coriander, 2014-15,2015,Whole Year ,50,40,0.8
Rajasthan,Rajsamand,Coriander, 2015-16,2016,Whole Year ,17,18,1.06
Rajasthan,Rajsamand,Coriander, 2016-17,2017,Whole Year ,20,23,1.15
Rajasthan,Rajsamand,Coriander, 2017-18,2018,Whole Year ,11,15,1.36
Rajasthan,Rajsamand,Coriander, 2018-19,2019,Whole Year ,25,,0
Rajasthan,Rajsamand,Coriander, 2019-20,2020,Whole Year ,15,2,0.13
Rajasthan,Sawai Madhopur,Coriander, 1998-99,1999,Whole Year ,194,176,0.91
Rajasthan,Sawai Madhopur,Coriander, 1999-00,2000,Whole Year ,30,14,0.47
Rajasthan,Sawai Madhopur,Coriander, 2000-01,2001,Whole Year ,44,14,0.32
Rajasthan,Sawai Madhopur,Coriander, 2001-02,2002,Whole Year ,203,82,0.4
Rajasthan,Sawai Madhopur,Coriander, 2002-03,2003,Whole Year ,32,16,0.5
Rajasthan,Sawai Madhopur,Coriander, 2003-04,2004,Whole Year ,281,349,1.24
Rajasthan,Sawai Madhopur,Coriander, 2004-05,2005,Whole Year ,58,67,1.16
Rajasthan,Sawai Madhopur,Coriander, 2005-06,2006,Whole Year ,65,68,1.05
Rajasthan,Sawai Madhopur,Coriander, 2006-07,2007,Whole Year ,24,28,1.17
Rajasthan,Sawai Madhopur,Coriander, 2007-08,2008,Whole Year ,121,94,0.78
Rajasthan,Sawai Madhopur,Coriander, 2008-09,2009,Whole Year ,115,128,1.11
Rajasthan,Sawai Madhopur,Coriander, 2009-10,2010,Whole Year ,109,130,1.19
Rajasthan,Sawai Madhopur,Coriander, 2010-11,2011,Whole Year ,268,297,1.11
Rajasthan,Sawai Madhopur,Coriander, 2011-12,2012,Whole Year ,362,445,1.23
Rajasthan,Sawai Madhopur,Coriander, 2012-13,2013,Whole Year ,234,275,1.18
Rajasthan,Sawai Madhopur,Coriander, 2013-14,2014,Whole Year ,288,185,0.64
Rajasthan,Sawai Madhopur,Coriander, 2014-15,2015,Whole Year ,1007,803,0.8
Rajasthan,Sawai Madhopur,Coriander, 2015-16,2016,Whole Year ,1855,1981,1.07
Rajasthan,Sawai Madhopur,Coriander, 2016-17,2017,Whole Year ,1517,2040,1.34
Rajasthan,Sawai Madhopur,Coriander, 2017-18,2018,Whole Year ,251,277,1.1
Rajasthan,Sawai Madhopur,Coriander, 2018-19,2019,Whole Year ,161,267,1.66
Rajasthan,Sawai Madhopur,Coriander, 2019-20,2020,Whole Year ,157,234,1.49
Rajasthan,Sikar,Coriander, 1998-99,1999,Whole Year ,86,78,0.91
Rajasthan,Sikar,Coriander, 1999-00,2000,Whole Year ,25,13,0.52
Rajasthan,Sikar,Coriander, 2000-01,2001,Whole Year ,40,20,0.5
Rajasthan,Sikar,Coriander, 2001-02,2002,Whole Year ,100,50,0.5
Rajasthan,Sikar,Coriander, 2002-03,2003,Whole Year ,111,55,0.5
Rajasthan,Sikar,Coriander, 2003-04,2004,Whole Year ,174,216,1.24
Rajasthan,Sikar,Coriander, 2004-05,2005,Whole Year ,82,94,1.15
Rajasthan,Sikar,Coriander, 2005-06,2006,Whole Year ,25,26,1.04
Rajasthan,Sikar,Coriander, 2006-07,2007,Whole Year ,13,15,1.15
Rajasthan,Sikar,Coriander, 2007-08,2008,Whole Year ,24,19,0.79
Rajasthan,Sikar,Coriander, 2008-09,2009,Whole Year ,37,41,1.11
Rajasthan,Sikar,Coriander, 2009-10,2010,Whole Year ,31,37,1.19
Rajasthan,Sikar,Coriander, 2010-11,2011,Whole Year ,18,20,1.11
Rajasthan,Sikar,Coriander, 2011-12,2012,Whole Year ,22,27,1.23
Rajasthan,Sikar,Coriander, 2012-13,2013,Whole Year ,10,12,1.2
Rajasthan,Sikar,Coriander, 2013-14,2014,Whole Year ,14,9,0.64
Rajasthan,Sikar,Coriander, 2014-15,2015,Whole Year ,2,1,0.5
Rajasthan,Sikar,Coriander, 2015-16,2016,Whole Year ,114,122,1.07
Rajasthan,Sikar,Coriander, 2017-18,2018,Whole Year ,30,40,1.33
Rajasthan,Sikar,Coriander, 2019-20,2020,Whole Year ,17,25,1.47
Rajasthan,Sirohi,Coriander, 1998-99,1999,Whole Year ,9,8,0.89
Rajasthan,Sirohi,Coriander, 1999-00,2000,Whole Year ,4,2,0.5
Rajasthan,Sirohi,Coriander, 2000-01,2001,Whole Year ,2,1,0.5
Rajasthan,Sirohi,Coriander, 2001-02,2002,Whole Year ,9,4,0.44
Rajasthan,Sirohi,Coriander, 2002-03,2003,Whole Year ,3,2,0.67
Rajasthan,Sirohi,Coriander, 2003-04,2004,Whole Year ,12,15,1.25
Rajasthan,Sirohi,Coriander, 2004-05,2005,Whole Year ,2,2,1
Rajasthan,Sirohi,Coriander, 2005-06,2006,Whole Year ,4,4,1
Rajasthan,Sirohi,Coriander, 2006-07,2007,Whole Year ,7,8,1.14
Rajasthan,Sirohi,Coriander, 2007-08,2008,Whole Year ,1,1,1
Rajasthan,Sirohi,Coriander, 2008-09,2009,Whole Year ,4,5,1.25
Rajasthan,Sirohi,Coriander, 2009-10,2010,Whole Year ,1,1,1
Rajasthan,Sirohi,Coriander, 2010-11,2011,Whole Year ,3,3,1
Rajasthan,Sirohi,Coriander, 2011-12,2012,Whole Year ,3,4,1.33
Rajasthan,Sirohi,Coriander, 2012-13,2013,Whole Year ,4,5,1.25
Rajasthan,Sirohi,Coriander, 2013-14,2014,Whole Year ,3,2,0.67
Rajasthan,Sirohi,Coriander, 2014-15,2015,Whole Year ,4,3,0.75
Rajasthan,Sirohi,Coriander, 2015-16,2016,Whole Year ,2,2,1
Rajasthan,Sirohi,Coriander, 2016-17,2017,Whole Year ,13,15,1.15
Rajasthan,Sirohi,Coriander, 2017-18,2018,Whole Year ,2,3,1.5
Rajasthan,Sirohi,Coriander, 2018-19,2019,Whole Year ,4,5,1.25
Rajasthan,Sirohi,Coriander, 2019-20,2020,Whole Year ,15,22,1.47
Rajasthan,Tonk,Coriander, 1998-99,1999,Whole Year ,338,306,0.91
Rajasthan,Tonk,Coriander, 1999-00,2000,Whole Year ,101,30,0.3
Rajasthan,Tonk,Coriander, 2000-01,2001,Whole Year ,183,60,0.33
Rajasthan,Tonk,Coriander, 2001-02,2002,Whole Year ,314,115,0.37
Rajasthan,Tonk,Coriander, 2002-03,2003,Whole Year ,41,16,0.39
Rajasthan,Tonk,Coriander, 2003-04,2004,Whole Year ,248,308,1.24
Rajasthan,Tonk,Coriander, 2004-05,2005,Whole Year ,69,79,1.14
Rajasthan,Tonk,Coriander, 2005-06,2006,Whole Year ,28,29,1.04
Rajasthan,Tonk,Coriander, 2006-07,2007,Whole Year ,8,9,1.13
Rajasthan,Tonk,Coriander, 2007-08,2008,Whole Year ,34,26,0.76
Rajasthan,Tonk,Coriander, 2008-09,2009,Whole Year ,32,36,1.13
Rajasthan,Tonk,Coriander, 2009-10,2010,Whole Year ,13,16,1.23
Rajasthan,Tonk,Coriander, 2010-11,2011,Whole Year ,335,371,1.11
Rajasthan,Tonk,Coriander, 2011-12,2012,Whole Year ,288,354,1.23
Rajasthan,Tonk,Coriander, 2012-13,2013,Whole Year ,31,37,1.19
Rajasthan,Tonk,Coriander, 2013-14,2014,Whole Year ,10,6,0.6
Rajasthan,Tonk,Coriander, 2014-15,2015,Whole Year ,13,10,0.77
Rajasthan,Tonk,Coriander, 2015-16,2016,Whole Year ,58,62,1.07
Rajasthan,Tonk,Coriander, 2016-17,2017,Whole Year ,125,142,1.14
Rajasthan,Tonk,Coriander, 2017-18,2018,Whole Year ,203,270,1.33
Rajasthan,Tonk,Coriander, 2018-19,2019,Whole Year ,13,17,1.31
Rajasthan,Tonk,Coriander, 2019-20,2020,Whole Year ,51,76,1.49
Rajasthan,Udaipur,Coriander, 1998-99,1999,Whole Year ,49,44,0.9
Rajasthan,Udaipur,Coriander, 1999-00,2000,Whole Year ,83,41,0.49
Rajasthan,Udaipur,Coriander, 2000-01,2001,Whole Year ,63,22,0.35
Rajasthan,Udaipur,Coriander, 2001-02,2002,Whole Year ,42,20,0.48
Rajasthan,Udaipur,Coriander, 2002-03,2003,Whole Year ,18,7,0.39
Rajasthan,Udaipur,Coriander, 2003-04,2004,Whole Year ,47,59,1.26
Rajasthan,Udaipur,Coriander, 2004-05,2005,Whole Year ,92,105,1.14
Rajasthan,Udaipur,Coriander, 2005-06,2006,Whole Year ,42,44,1.05
Rajasthan,Udaipur,Coriander, 2006-07,2007,Whole Year ,35,41,1.17
Rajasthan,Udaipur,Coriander, 2007-08,2008,Whole Year ,73,57,0.78
Rajasthan,Udaipur,Coriander, 2008-09,2009,Whole Year ,65,73,1.12
Rajasthan,Udaipur,Coriander, 2009-10,2010,Whole Year ,3,4,1.33
Rajasthan,Udaipur,Coriander, 2010-11,2011,Whole Year ,43,48,1.12
Rajasthan,Udaipur,Coriander, 2011-12,2012,Whole Year ,33,41,1.24
Rajasthan,Udaipur,Coriander, 2012-13,2013,Whole Year ,29,34,1.17
Rajasthan,Udaipur,Coriander, 2013-14,2014,Whole Year ,18,11,0.61
Rajasthan,Udaipur,Coriander, 2014-15,2015,Whole Year ,26,21,0.81
Rajasthan,Udaipur,Coriander, 2015-16,2016,Whole Year ,11,12,1.09
Rajasthan,Udaipur,Coriander, 2016-17,2017,Whole Year ,12,14,1.17
Rajasthan,Udaipur,Coriander, 2017-18,2018,Whole Year ,7,9,1.29
Rajasthan,Udaipur,Coriander, 2018-19,2019,Whole Year ,7,9,1.29
Rajasthan,Udaipur,Coriander, 2019-20,2020,Whole Year ,9,9,1
Rajasthan,Ajmer,Cotton(lint), 1997-98,1998,Kharif     ,16000,31176,1.95
Rajasthan,Ajmer,Cotton(lint), 1998-99,1999,Kharif     ,15031,12613,0.84
Rajasthan,Ajmer,Cotton(lint), 1999-00,2000,Kharif     ,14384,11360,0.79
Rajasthan,Ajmer,Cotton(lint), 2000-01,2001,Kharif     ,8155,12341,1.51
Rajasthan,Ajmer,Cotton(lint), 2001-02,2002,Kharif     ,11586,21106,1.82
Rajasthan,Ajmer,Cotton(lint), 2002-03,2003,Kharif     ,9175,4482,0.49
Rajasthan,Ajmer,Cotton(lint), 2003-04,2004,Kharif     ,6139,8970,1.46
Rajasthan,Ajmer,Cotton(lint), 2004-05,2005,Kharif     ,12327,24170,1.96
Rajasthan,Ajmer,Cotton(lint), 2005-06,2006,Kharif     ,10406,10488,1.01
Rajasthan,Ajmer,Cotton(lint), 2006-07,2007,Kharif     ,5612,11925,2.12
Rajasthan,Ajmer,Cotton(lint), 2007-08,2008,Kharif     ,5133,12718,2.48
Rajasthan,Ajmer,Cotton(lint), 2008-09,2009,Kharif     ,6328,10943,1.73
Rajasthan,Ajmer,Cotton(lint), 2009-10,2010,Kharif     ,6450,4492,0.7
Rajasthan,Ajmer,Cotton(lint), 2010-11,2011,Kharif     ,3281,5686,1.73
Rajasthan,Ajmer,Cotton(lint), 2011-12,2012,Kharif     ,11665,22085,1.89
Rajasthan,Ajmer,Cotton(lint), 2012-13,2013,Kharif     ,31196,34962,1.12
Rajasthan,Ajmer,Cotton(lint), 2013-14,2014,Kharif     ,15278,47205,3.09
Rajasthan,Ajmer,Cotton(lint), 2014-15,2015,Kharif     ,17286,61734,3.57
Rajasthan,Ajmer,Cotton(lint), 2015-16,2016,Kharif     ,14403,37826,2.63
Rajasthan,Ajmer,Cotton(lint), 2016-17,2017,Kharif     ,9852,30638,3.11
Rajasthan,Ajmer,Cotton(lint), 2017-18,2018,Kharif     ,12057,54805,4.55
Rajasthan,Ajmer,Cotton(lint), 2018-19,2019,Kharif     ,10771,47235,4.39
Rajasthan,Ajmer,Cotton(lint), 2019-20,2020,Kharif     ,10063,39441,3.92
Rajasthan,Alwar,Cotton(lint), 1997-98,1998,Kharif     ,10400,11764,1.13
Rajasthan,Alwar,Cotton(lint), 1998-99,1999,Kharif     ,15128,20104,1.33
Rajasthan,Alwar,Cotton(lint), 1999-00,2000,Kharif     ,14519,19833,1.37
Rajasthan,Alwar,Cotton(lint), 2000-01,2001,Kharif     ,9840,17247,1.75
Rajasthan,Alwar,Cotton(lint), 2001-02,2002,Kharif     ,15696,15482,0.99
Rajasthan,Alwar,Cotton(lint), 2002-03,2003,Kharif     ,13865,23382,1.69
Rajasthan,Alwar,Cotton(lint), 2003-04,2004,Kharif     ,19364,40135,2.07
Rajasthan,Alwar,Cotton(lint), 2004-05,2005,Kharif     ,29522,54700,1.85
Rajasthan,Alwar,Cotton(lint), 2005-06,2006,Kharif     ,19243,30111,1.56
Rajasthan,Alwar,Cotton(lint), 2006-07,2007,Kharif     ,7230,17840,2.47
Rajasthan,Alwar,Cotton(lint), 2007-08,2008,Kharif     ,2973,6309,2.12
Rajasthan,Alwar,Cotton(lint), 2008-09,2009,Kharif     ,2372,5580,2.35
Rajasthan,Alwar,Cotton(lint), 2009-10,2010,Kharif     ,4326,9914,2.29
Rajasthan,Alwar,Cotton(lint), 2010-11,2011,Kharif     ,3677,9055,2.46
Rajasthan,Alwar,Cotton(lint), 2011-12,2012,Kharif     ,8752,20239,2.31
Rajasthan,Alwar,Cotton(lint), 2012-13,2013,Kharif     ,16508,42806,2.59
Rajasthan,Alwar,Cotton(lint), 2013-14,2014,Kharif     ,12711,25831,2.03
Rajasthan,Alwar,Cotton(lint), 2014-15,2015,Kharif     ,20543,59553,2.9
Rajasthan,Alwar,Cotton(lint), 2015-16,2016,Kharif     ,28688,76105,2.65
Rajasthan,Alwar,Cotton(lint), 2016-17,2017,Kharif     ,35461,119791,3.38
Rajasthan,Alwar,Cotton(lint), 2017-18,2018,Kharif     ,46162,130241,2.82
Rajasthan,Alwar,Cotton(lint), 2018-19,2019,Kharif     ,63293,136964,2.16
Rajasthan,Alwar,Cotton(lint), 2019-20,2020,Kharif     ,72404,199282,2.75
Rajasthan,Banswara,Cotton(lint), 1997-98,1998,Kharif     ,8300,15882,1.91
Rajasthan,Banswara,Cotton(lint), 1998-99,1999,Kharif     ,7992,8379,1.05
Rajasthan,Banswara,Cotton(lint), 1999-00,2000,Kharif     ,8821,12813,1.45
Rajasthan,Banswara,Cotton(lint), 2000-01,2001,Kharif     ,10868,8864,0.82
Rajasthan,Banswara,Cotton(lint), 2001-02,2002,Kharif     ,11969,10488,0.88
Rajasthan,Banswara,Cotton(lint), 2002-03,2003,Kharif     ,11968,4576,0.38
Rajasthan,Banswara,Cotton(lint), 2003-04,2004,Kharif     ,12391,36929,2.98
Rajasthan,Banswara,Cotton(lint), 2004-05,2005,Kharif     ,15656,25141,1.61
Rajasthan,Banswara,Cotton(lint), 2005-06,2006,Kharif     ,14147,31705,2.24
Rajasthan,Banswara,Cotton(lint), 2006-07,2007,Kharif     ,13193,14453,1.1
Rajasthan,Banswara,Cotton(lint), 2007-08,2008,Kharif     ,11365,18928,1.67
Rajasthan,Banswara,Cotton(lint), 2008-09,2009,Kharif     ,10390,14559,1.4
Rajasthan,Banswara,Cotton(lint), 2009-10,2010,Kharif     ,11021,19428,1.76
Rajasthan,Banswara,Cotton(lint), 2010-11,2011,Kharif     ,11308,25390,2.25
Rajasthan,Banswara,Cotton(lint), 2011-12,2012,Kharif     ,11954,24949,2.09
Rajasthan,Banswara,Cotton(lint), 2012-13,2013,Kharif     ,15429,23955,1.55
Rajasthan,Banswara,Cotton(lint), 2013-14,2014,Kharif     ,11683,29329,2.51
Rajasthan,Banswara,Cotton(lint), 2014-15,2015,Kharif     ,11408,7468,0.65
Rajasthan,Banswara,Cotton(lint), 2015-16,2016,Kharif     ,10985,23602,2.15
Rajasthan,Banswara,Cotton(lint), 2016-17,2017,Kharif     ,10790,20545,1.9
Rajasthan,Banswara,Cotton(lint), 2017-18,2018,Kharif     ,10576,34823,3.29
Rajasthan,Banswara,Cotton(lint), 2018-19,2019,Kharif     ,10709,23976,2.24
Rajasthan,Banswara,Cotton(lint), 2019-20,2020,Kharif     ,10385,39511,3.8
Rajasthan,Baran,Cotton(lint), 2008-09,2009,Kharif     ,1,,0
Rajasthan,Baran,Cotton(lint), 2009-10,2010,Kharif     ,38,76,2.01
Rajasthan,Baran,Cotton(lint), 2010-11,2011,Kharif     ,2,6,2.94
Rajasthan,Baran,Cotton(lint), 2011-12,2012,Kharif     ,49,147,3
Rajasthan,Baran,Cotton(lint), 2012-13,2013,Kharif     ,14,41,2.94
Rajasthan,Baran,Cotton(lint), 2013-14,2014,Kharif     ,1,6,5.88
Rajasthan,Baran,Cotton(lint), 2015-16,2016,Kharif     ,2,6,2.94
Rajasthan,Baran,Cotton(lint), 2018-19,2019,Kharif     ,9,29,3.27
Rajasthan,Barmer,Cotton(lint), 1998-99,1999,Kharif     ,166,223,1.35
Rajasthan,Barmer,Cotton(lint), 1999-00,2000,Kharif     ,90,153,1.7
Rajasthan,Barmer,Cotton(lint), 2000-01,2001,Kharif     ,16,24,1.5
Rajasthan,Barmer,Cotton(lint), 2001-02,2002,Kharif     ,25,12,0.48
Rajasthan,Barmer,Cotton(lint), 2003-04,2004,Kharif     ,1,,0
Rajasthan,Barmer,Cotton(lint), 2004-05,2005,Kharif     ,3,5,1.67
Rajasthan,Barmer,Cotton(lint), 2005-06,2006,Kharif     ,3,5,1.67
Rajasthan,Barmer,Cotton(lint), 2006-07,2007,Kharif     ,14,29,2.1
Rajasthan,Barmer,Cotton(lint), 2007-08,2008,Kharif     ,5,12,2.35
Rajasthan,Barmer,Cotton(lint), 2008-09,2009,Kharif     ,14,35,2.52
Rajasthan,Barmer,Cotton(lint), 2009-10,2010,Kharif     ,10,18,1.76
Rajasthan,Barmer,Cotton(lint), 2010-11,2011,Kharif     ,9,24,2.61
Rajasthan,Barmer,Cotton(lint), 2011-12,2012,Kharif     ,9,29,3.27
Rajasthan,Barmer,Cotton(lint), 2012-13,2013,Kharif     ,4,12,2.94
Rajasthan,Barmer,Cotton(lint), 2013-14,2014,Kharif     ,3,12,3.92
Rajasthan,Barmer,Cotton(lint), 2014-15,2015,Kharif     ,3,12,3.92
Rajasthan,Barmer,Cotton(lint), 2015-16,2016,Kharif     ,2,6,2.94
Rajasthan,Barmer,Cotton(lint), 2016-17,2017,Kharif     ,1,3,3
Rajasthan,Bharatpur,Cotton(lint), 1997-98,1998,Kharif     ,900,1176,1.31
Rajasthan,Bharatpur,Cotton(lint), 1998-99,1999,Kharif     ,1084,1464,1.35
Rajasthan,Bharatpur,Cotton(lint), 1999-00,2000,Kharif     ,1015,1711,1.69
Rajasthan,Bharatpur,Cotton(lint), 2000-01,2001,Kharif     ,607,959,1.58
Rajasthan,Bharatpur,Cotton(lint), 2001-02,2002,Kharif     ,1110,612,0.55
Rajasthan,Bharatpur,Cotton(lint), 2002-03,2003,Kharif     ,799,524,0.66
Rajasthan,Bharatpur,Cotton(lint), 2003-04,2004,Kharif     ,860,1776,2.07
Rajasthan,Bharatpur,Cotton(lint), 2004-05,2005,Kharif     ,1595,2788,1.75
Rajasthan,Bharatpur,Cotton(lint), 2005-06,2006,Kharif     ,1433,2676,1.87
Rajasthan,Bharatpur,Cotton(lint), 2006-07,2007,Kharif     ,492,1053,2.14
Rajasthan,Bharatpur,Cotton(lint), 2007-08,2008,Kharif     ,306,717,2.34
Rajasthan,Bharatpur,Cotton(lint), 2008-09,2009,Kharif     ,125,300,2.4
Rajasthan,Bharatpur,Cotton(lint), 2009-10,2010,Kharif     ,149,306,2.05
Rajasthan,Bharatpur,Cotton(lint), 2010-11,2011,Kharif     ,97,247,2.55
Rajasthan,Bharatpur,Cotton(lint), 2011-12,2012,Kharif     ,454,1382,3.04
Rajasthan,Bharatpur,Cotton(lint), 2012-13,2013,Kharif     ,1529,4463,2.92
Rajasthan,Bharatpur,Cotton(lint), 2013-14,2014,Kharif     ,1403,4592,3.27
Rajasthan,Bharatpur,Cotton(lint), 2014-15,2015,Kharif     ,2934,9208,3.14
Rajasthan,Bharatpur,Cotton(lint), 2015-16,2016,Kharif     ,6159,16699,2.71
